label,latitude,longitude,altitude,heading_deg,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C4,36.081517,140.079849,0,81.398682,28260.924930,44442.475774,-221.745841,0.000000000,0.000000000,0.074990196,0.997184271,0,0,0,0,0
C4-C7_1,36.081523777777775,140.07990444444445,0,81.398682,28265.916355,44443.243770,-221.773304,0.000000000,0.000000000,0.074990196,0.997184271,0,0,0,0,0
C4-C7_2,36.08153055555555,140.07995988888888,0,81.398681,28270.907779,44444.011769,-221.800770,0.000000000,0.000000000,0.074990205,0.997184270,0,0,0,0,0
C4-C7_3,36.08153733333333,140.08001533333334,0,81.398680,28275.899202,44444.779771,-221.828241,0.000000000,0.000000000,0.074990214,0.997184270,0,0,0,0,0
C4-C7_4,36.08154411111111,140.08007077777776,0,81.398679,28280.890624,44445.547776,-221.855716,0.000000000,0.000000000,0.074990222,0.997184269,0,0,0,0,0
C4-C7_5,36.08155088888889,140.08012622222222,0,81.398679,28285.882046,44446.315783,-221.883194,0.000000000,0.000000000,0.074990222,0.997184269,0,0,0,0,0
C4-C7_6,36.08155766666667,140.08018166666665,0,81.398678,28290.873466,44447.083793,-221.910677,0.000000000,0.000000000,0.074990231,0.997184268,0,0,0,0,0
C4-C7_7,36.081564444444446,140.0802371111111,0,81.398677,28295.864886,44447.851807,-221.938163,0.000000000,0.000000000,0.074990240,0.997184268,0,0,0,0,0
C4-C7_8,36.08157122222222,140.08029255555553,0,81.398677,28300.856305,44448.619823,-221.965654,0.000000000,0.000000000,0.074990240,0.997184268,0,0,0,0,0
C7,36.081578,140.080348,0,81.398677,28305.847723,44449.387841,-221.993149,0.000000000,0.000000000,0.074990240,0.997184268,0,0,0,0,0
